prub,Fcislo,lok,Lokcode,loctyp,klimabox,Otemp_act,Oprec_act,TreatTemo,TreatPrec,Tmcomb,Treatment,length,weight,SRzL,,changeTc,changeMc,changemerged,changeT,changeM,SRzL,Total biomass,Total biomass log,Aboveground,koreny-vaha,rhi-del,rhi-vah,biomass excluding rhizome,total ramets,ramets per unit length,1odnoze extra-pocet,ext ramets per length,logext ramets per length
65,200,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,16.6,0.0396,419.1919192,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,419.1919192,1.9886,0.600820485,0.217,1.292,16.6,0.0396,1.949,10,0.602409639,0,0.001,0.000434077
67,363,Ves,T2_M4,INT4,C,2,4,1,1,11,Cold_Dry,15.9,0.0318,500,Mc,Tc-1,Mc-3,Tc-1_Mc-3,-1,-3,500,3.1328,0.710354342,0.462,2.118,15.9,0.0318,3.101,15,0.943396226,0,0.001,0.000434077
70,511,Arh,T3_M3,LOW3,C,3,3,1,1,11,Cold_Dry,5.4,0.0139,388.4892086,Mc,Tc-2,Mc-2,Tc-2_Mc-2,-2,-2,388.4892086,3.8679,0.768482704,0.854,2.319,5.4,0.0139,3.854,13,2.407407407,0,0.001,0.000434077
73,246,Ram ,T2_M3,INT3,C,2,3,1,1,11,Cold_Dry,37.4,0.0939,398.2960596,Mc,Tc-1,Mc-2,Tc-1_Mc-2,-1,-2,398.2960596,2.4699,0.650297807,0.581,1.254,37.4,0.0939,2.376,14,0.374331551,0,0.001,0.000434077
82,135,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,14.2,0.0213,666.6666667,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,666.6666667,2.7133,0.673325083,0.566,1.647,14.2,0.0213,2.692,10,0.704225352,0,0.001,0.000434077
86,76,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,37.4,0.0612,611.1111111,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,611.1111111,1.7832,0.577859301,0.298,1.159,37.4,0.0612,1.722,10,0.267379679,0,0.001,0.000434077
88,386,Ves,T2_M4,INT4,C,2,4,1,1,11,Cold_Dry,30.2,0.0614,491.8566775,Mc,Tc-1,Mc-3,Tc-1_Mc-3,-1,-3,491.8566775,2.4774,0.651025895,0.65,1.244,30.2,0.0614,2.416,14,0.463576159,0,0.001,0.000434077
96,145,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,15.9,0.0231,688.3116883,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,688.3116883,2.3371,0.637199436,0.638,1.301,15.9,0.0231,2.314,16,1.006289308,0,0.001,0.000434077
97,622,Alr,T2_M1,INT1,C,2,1,1,1,11,Cold_Dry,27,0.0584,462.3287671,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,462.3287671,1.5694,0.552595219,0.179,0.919,27,0.0584,1.511,14,0.518518519,0,0.001,0.000434077
101,264,Ram ,T2_M3,INT3,C,2,3,1,1,11,Cold_Dry,33.9,0.078,434.6153846,Mc,Tc-1,Mc-2,Tc-1_Mc-2,-1,-2,434.6153846,2.452,0.648555156,0.499,1.406,33.9,0.078,2.374,15,0.442477876,0,0.001,0.000434077
102,403,Ves,T2_M4,INT4,C,2,4,1,1,11,Cold_Dry,20.6,0.0581,354.5611015,Mc,Tc-1,Mc-3,Tc-1_Mc-3,-1,-3,354.5611015,3.4511,0.736484149,0.703,2.257,20.6,0.0581,3.393,9,0.436893204,0,0.001,0.000434077
103,146,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,9.8,0.0245,400,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,400,3.4985,0.740244229,0.457,2.594,9.8,0.0245,3.474,19,1.93877551,0,0.001,0.000434077
107,101,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,48.9,0.082,596.3414634,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,596.3414634,2.762,0.677789391,0.481,1.836,48.9,0.082,2.68,9,0.18404908,0,0.001,0.000434077
110,147,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,11.7,0.0343,341.1078717,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,341.1078717,2.8663,0.687198879,0.709,1.625,11.7,0.0343,2.832,15,1.282051282,0,0.001,0.000434077
113,656,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,61,0.1208,504.9668874,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,504.9668874,1.9678,0.598549773,0.525,0.915,61,0.1208,1.847,9,0.147540984,0,0.001,0.000434077
114,183,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,137.7,0.2687,512.4674358,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,512.4674358,3.2127,0.717062731,0.607,1.778,137.7,0.2687,2.944,4,0.029048656,0,0.001,0.000434077
126,57,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,72.5,0.2599,278.9534436,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,278.9534436,2.8869,0.689033452,0.549,1.119,72.5,0.2599,2.627,8,0.110344828,0,0.001,0.000434077
133,604,Alr,T2_M1,INT1,C,2,1,1,1,11,Cold_Dry,5.8,0.0063,920.6349206,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,920.6349206,2.1553,0.618602384,0.596,1.251,5.8,0.0063,2.149,7,1.206896552,0,0.001,0.000434077
134,482,Arh,T3_M3,LOW3,C,3,3,1,1,11,Cold_Dry,17.6,0.0428,411.2149533,Mc,Tc-2,Mc-2,Tc-2_Mc-2,-2,-2,411.2149533,1.8698,0.58768852,0.43,1.006,17.6,0.0428,1.827,6,0.340909091,0,0.001,0.000434077
137,58,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,24.1,0.0805,299.378882,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,299.378882,2.5625,0.659202877,0.555,1.387,24.1,0.0805,2.482,11,0.456431535,0,0.001,0.000434077
139,247,Ram ,T2_M3,INT3,C,2,3,1,1,11,Cold_Dry,29.6,0.0898,329.6213808,Mc,Tc-1,Mc-2,Tc-1_Mc-2,-1,-2,329.6213808,2.2218,0.625497656,0.606,1.118,29.6,0.0898,2.132,8,0.27027027,0,0.001,0.000434077
146,672,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,13.1,0.0201,651.7412935,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,651.7412935,2.1921,0.622431634,0.373,1.213,13.1,0.0201,2.172,10,0.763358779,0,0.001,0.000434077
151,294,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,21,0.0574,365.8536585,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,365.8536585,2.7604,0.677643447,0.566,1.617,21,0.0574,2.703,10,0.476190476,0,0.001,0.000434077
152,557,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,7.8,0.0145,537.9310345,Mc,Tc0,Mc0,Tc0_Mc0,0,0,537.9310345,3.0185,0.700573928,0.458,2.016,7.8,0.0145,3.004,15,1.923076923,0,0.001,0.000434077
154,129,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,2.3,0.0023,1000,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,1000,4.4473,0.809377879,0.645,3.303,2.3,0.0023,4.445,8,3.47826087,0,0.001,0.000434077
155,607,Alr,T2_M1,INT1,C,2,1,1,1,11,Cold_Dry,21.7,0.0705,307.8014184,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,307.8014184,2.5715,0.660058724,0.486,1.43,21.7,0.0705,2.501,6,0.276497696,0,0.001,0.000434077
156,487,Arh,T3_M3,LOW3,C,3,3,1,1,11,Cold_Dry,1.4,0.0011,1272.727273,Mc,Tc-2,Mc-2,Tc-2_Mc-2,-2,-2,1272.727273,3.4531,0.736643462,0.732,2.095,1.4,0.0011,3.452,7,5,0,0.001,0.000434077
167,494,Arh,T3_M3,LOW3,C,3,3,1,1,11,Cold_Dry,1.8,0.007,257.1428571,Mc,Tc-2,Mc-2,Tc-2_Mc-2,-2,-2,257.1428571,2.882,0.688597775,0.322,2.142,1.8,0.007,2.875,7,3.888888889,0,0.001,0.000434077
171,424,Ovst,T3_M4,LOW4,C,3,4,1,1,11,Cold_Dry,5,0.0069,724.6376812,Mc,Tc-2,Mc-3,Tc-2_Mc-3,-2,-3,724.6376812,2.1669,0.619813078,0.514,1.394,5,0.0069,2.16,5,1,0,0.001,0.000434077
180,202,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,1.6,0.0051,313.7254902,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,313.7254902,1.7961,0.579337644,0.42,0.714,1.6,0.0051,1.791,7,4.375,0,0.001,0.000434077
184,299,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,20.3,0.074,274.3243243,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,274.3243243,2.542,0.65724713,0.335,1.54,20.3,0.074,2.468,7,0.344827586,0,0.001,0.000434077
187,138,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,58.8,0.1419,414.3763214,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,414.3763214,2.2009,0.623342344,0.215,1.336,58.8,0.1419,2.059,11,0.18707483,0,0.001,0.000434077
188,625,Alr,T2_M1,INT1,C,2,1,1,1,11,Cold_Dry,130.9,0.3357,389.9314864,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,389.9314864,1.9377,0.595242626,0.221,0.904,130.9,0.3357,1.602,7,0.053475936,0,0.001,0.000434077
191,203,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,26.3,0.066,398.4848485,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,398.4848485,1.827,0.582858462,0.253,0.965,26.3,0.066,1.761,7,0.266159696,0,0.001,0.000434077
196,574,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,34.4,0.0773,445.0194049,Mc,Tc0,Mc0,Tc0_Mc0,0,0,445.0194049,2.6103,0.663729187,0.515,1.371,34.4,0.0773,2.533,9,0.261627907,0,0.001,0.000434077
200,507,Arh,T3_M3,LOW3,C,3,3,1,1,11,Cold_Dry,1,0.0032,312.5,Mc,Tc-2,Mc-2,Tc-2_Mc-2,-2,-2,312.5,2.2382,0.627181447,0.501,1.258,1,0.0032,2.235,7,7,0,0.001,0.000434077
201,688,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,52.1,0.0613,849.9184339,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,849.9184339,1.8773,0.588529405,0.332,0.854,52.1,0.0613,1.816,7,0.134357006,0,0.001,0.000434077
203,71,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,5,0.0145,344.8275862,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,344.8275862,2.1285,0.615792289,0.415,1.31,5,0.0145,2.114,8,1.6,0,0.001,0.000434077
207,580,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,5.9,0.0074,797.2972973,Mc,Tc0,Mc0,Tc0_Mc0,0,0,797.2972973,2.4304,0.646442938,0.51,1.448,5.9,0.0074,2.423,12,2.033898305,0,0.001,0.000434077
210,639,Alr,T2_M1,INT1,C,2,1,1,1,11,Cold_Dry,33.9,0.0975,347.6923077,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,347.6923077,2.3545,0.638938295,0.428,1.401,33.9,0.0975,2.257,7,0.206489676,0,0.001,0.000434077
212,693,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,1.4,0.0014,1000,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,1000,1.9904,0.601016432,0.435,1.15,1.4,0.0014,1.989,13,9.285714286,0,0.001,0.000434077
218,581,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,5.3,0.0081,654.3209877,Mc,Tc0,Mc0,Tc0_Mc0,0,0,654.3209877,1.6951,0.567626196,0.364,0.999,5.3,0.0081,1.687,6,1.132075472,0,0.001,0.000434077
222,521,Arh,T3_M3,LOW3,C,3,3,1,1,11,Cold_Dry,9.3,0.0102,911.7647059,Mc,Tc-2,Mc-2,Tc-2_Mc-2,-2,-2,911.7647059,2.1272,0.615655515,0.465,1.279,9.3,0.0102,2.117,16,1.720430108,0,0.001,0.000434077
229,584,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,16.9,0.0213,793.42723,Mc,Tc0,Mc0,Tc0_Mc0,0,0,793.42723,2.6653,0.668879576,0.441,1.763,16.9,0.0213,2.644,11,0.650887574,0,0.001,0.000434077
236,77,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,1.4,0.0031,451.6129032,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,451.6129032,2.0791,0.610564352,0.449,1.268,1.4,0.0031,2.076,7,5,0,0.001,0.000434077
239,317,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,11.5,0.0491,234.2158859,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,234.2158859,2.1391,0.616905919,0.346,1.373,11.5,0.0491,2.09,7,0.608695652,0,0.001,0.000434077
242,150,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,0.6,0.0011,545.4545455,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,545.4545455,1.4421,0.536823483,0.416,0.748,0.6,0.0011,1.441,9,15,0,0.001,0.000434077
257,213,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,12.1,0.0401,301.7456359,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,301.7456359,1.7451,0.573463419,0.348,1.103,12.1,0.0401,1.705,5,0.41322314,0,0.001,0.000434077
261,321,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,21.7,0.0549,395.2641166,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,395.2641166,2.5799,0.660855995,0.44,1.725,21.7,0.0549,2.525,6,0.276497696,0,0.001,0.000434077
262,589,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,9.1,0.027,337.037037,Mc,Tc0,Mc0,Tc0_Mc0,0,0,337.037037,2.555,0.658488381,0.389,1.654,9.1,0.027,2.528,12,1.318681319,0,0.001,0.000434077
264,156,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,14.5,0.04,362.5,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,362.5,1.973,0.599118565,0.431,1.089,14.5,0.04,1.933,7,0.482758621,0,0.001,0.000434077
268,214,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,12.7,0.0353,359.7733711,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,359.7733711,1.8833,0.589200943,0.278,1.273,12.7,0.0353,1.848,9,0.708661417,0,0.001,0.000434077
269,92,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,69.6,0.1653,421.0526316,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,421.0526316,1.4793,0.541491877,0.147,0.933,69.6,0.1653,1.314,5,0.07183908,0,0.001,0.000434077
270,446,Ovst,T3_M4,LOW4,C,3,4,1,1,11,Cold_Dry,1.3,0.001,1300,Mc,Tc-2,Mc-3,Tc-2_Mc-3,-2,-3,1300,2.256,0.629001619,0.427,1.52,1.3,0.001,2.255,6,4.615384615,0,0.001,0.000434077
272,323,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,27.5,0.0898,306.2360802,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,306.2360802,2.1438,0.617398786,0.369,1.269,27.5,0.0898,2.054,10,0.363636364,0,0.001,0.000434077
160,416,Ovst,T3_M4,LOW4,C,3,4,1,1,11,Cold_Dry,177.3,0.5005,354.2457542,Mc,Tc-2,Mc-3,Tc-2_Mc-3,-2,-3,354.2457542,3.7075,0.75644592,0.479,2.109,177.3,0.5005,3.207,9,0.050761421,1,0.006640158,0.002874252
36,583,Ulv,T1_M1,ALP1,C,1,1,1,1,11,Cold_Dry,116,0.21,552.3809524,Mc,Tc0,Mc0,Tc0_Mc0,0,0,552.3809524,1.873,0.588047497,0.184,0.818,116,0.21,1.663,12,0.103448276,1,0.00962069,0.004158242
225,75,Hog,T2_M2,INT2,C,2,2,1,1,11,Cold_Dry,90,0.2233,403.0452306,Mc,Tc-1,Mc-1,Tc-1_Mc-1,-1,-1,403.0452306,2.5713,0.660039724,0.413,1.48,90,0.2233,2.348,6,0.066666667,1,0.012111111,0.005228193
190,686,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,84.9,0.1184,717.0608108,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,717.0608108,1.6404,0.561149106,0.244,0.742,84.9,0.1184,1.522,9,0.106007067,1,0.012778563,0.0055145
157,683,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,72,0.1591,452.5455688,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,452.5455688,1.9571,0.597377025,0.358,1.018,72,0.1591,1.798,6,0.083333333,1,0.014888889,0.006418498
150,248,Ram ,T2_M3,INT3,C,2,3,1,1,11,Cold_Dry,71.8,0.1607,446.7952707,Mc,Tc-1,Mc-2,Tc-1_Mc-2,-1,-2,446.7952707,2.7557,0.677214451,0.569,1.482,71.8,0.1607,2.595,7,0.097493036,1,0.014927577,0.006435053
267,710,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,67.1,0.1661,403.9735099,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,403.9735099,1.9161,0.592853773,0.306,1.076,67.1,0.1661,1.75,9,0.134128167,1,0.01590313,0.006852298
173,298,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,65.9,0.1598,412.3904881,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,412.3904881,2.1998,0.623228609,0.435,1.13,65.9,0.1598,2.04,10,0.151745068,1,0.016174507,0.006968295
120,350,Ves,T2_M4,INT4,C,2,4,1,1,11,Cold_Dry,127.7,0.2352,542.9421769,Mc,Tc-1,Mc-3,Tc-1_Mc-3,-1,-3,542.9421769,1.6092,0.557410949,0.174,0.508,127.7,0.2352,1.374,13,0.101801096,2,0.016661707,0.007176466
34,443,Ovst,T3_M4,LOW4,C,3,4,1,1,11,Cold_Dry,62.4,0.2435,256.2628337,Mc,Tc-2,Mc-3,Tc-2_Mc-3,-2,-3,256.2628337,3.4985,0.740244229,0.482,1.975,62.4,0.2435,3.255,15,0.240384615,1,0.017025641,0.007331902
39,322,Skje,T1_M4,ALP4,C,1,4,1,1,11,Cold_Dry,62.1,0.1645,377.5075988,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,377.5075988,2.8895,0.68926445,0.292,2.016,62.1,0.1645,2.725,12,0.193236715,1,0.01710306,0.007364961
94,261,Ram ,T2_M3,INT3,C,2,3,1,1,11,Cold_Dry,57.8,0.1509,383.0351226,Mc,Tc-1,Mc-2,Tc-1_Mc-2,-1,-2,383.0351226,3.1599,0.712641285,0.717,1.885,57.8,0.1509,3.009,10,0.173010381,1,0.018301038,0.007876186
21,680,Fau,T3_M1,LOW1,C,3,1,1,1,11,Cold_Dry,109.9,0.2394,459.0643275,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,459.0643275,1.7084,0.569186572,0.051,1.063,109.9,0.2394,1.469,11,0.100090992,2,0.019198362,0.008258717
198,139,Vik,T3_M2,LOW2,C,3,2,1,1,11,Cold_Dry,50,0.0888,563.0630631,Mc,Tc-2,Mc-1,Tc-2_Mc-1,-2,-1,563.0630631,1.6488,0.562150059,0.276,0.854,50,0.0888,1.56,13,0.26,1,0.021,0.009025742
71,206,Gud,T1_M3,ALP3,C,1,3,1,1,11,Cold_Dry,99.4,0.2085,476.7386091,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,476.7386091,1.7585,0.575014555,0.277,0.912,99.4,0.2085,1.55,8,0.080482897,2,0.021120724,0.009077091
142,358,Ves,T2_M4,INT4,C,2,4,1,1,11,Cold_Dry,48.3,0.0784,616.0714286,Mc,Tc-1,Mc-3,Tc-1_Mc-3,-1,-3,616.0714286,2.6104,0.663738607,0.406,1.492,48.3,0.0784,2.532,11,0.227743271,1,0.021703934,0.009325065
193,427,Ovst,T3_M4,LOW4,C,3,4,1,1,11,Cold_Dry,44.7,0.1306,342.2664625,Mc,Tc-2,Mc-3,Tc-2_Mc-3,-2,-3,342.2664625,2.1726,0.620406754,0.5,1.017,44.7,0.1306,2.042,8,0.178970917,1,0.023371365,0.010033261
